number order,arabic market name ,name in E,gender,price for 1kg,perfume code,compny tag,seasons,description
#277,سبراي,,للجنسين,50,,EMSA,صيفي وشتوي,سبراي: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#278,سينشوال,,للجنسين,58,,EMSA,صيفي وشتوي,سينشوال: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#279,شاكيرا,,نسائي,50,,EMSA,صيفي وشتوي,شاكيرا: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#280,شاليز رجالي,,رجالي,54,,EMSA,صيفي وشتوي,شاليز رجالي: يفتتح هذا العطر رحلته بنفحات الباتشولي والمسك الأبيض، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#281,شاليز نسائي,,نسائي,60,,EMSA,صيفي وشتوي,شاليز نسائي: ينطلق العطر بنغمات منعشة من الياسمين الأبيض وزهر البرتقال، ليأخذك في رحلة إلى نوتات العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#282,شانيل 5,,نسائي,32,,EMSA,صيفي وشتوي,شانيل 5: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#283,شانيل بلاتينيوم,,نسائي,54,,EMSA,صيفي وشتوي,شانيل بلاتينيوم: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#284,شانيل جنص,,نسائي,54,,EMSA,صيفي وشتوي,شانيل جنص: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#285,شوكلاته,,للجنسين,34,,EMSA,شتوي,شوكلاته: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، ليستقر في وسطه عبير التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#286,شوكلاته فروت,,للجنسين,40,,EMSA,شتوي,شوكلاته فروت: تبدأ التجربة العطرية بعبير الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#287,شوكلاتا وايت,,للجنسين,50,,EMSA,صيفي وشتوي,شوكلاتا وايت: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#288,شوكلاتا بلاك,,للجنسين,46,,EMSA,صيفي وشتوي,شوكلاتا بلاك: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#289,شو بارد عود ملكي,,للجنسين,60,,EMSA,صيفي وشتوي,شو بارد عود ملكي: تأتي الرشة الأولى مزيجاً من الزعفران والعنبر الدافئ، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#290,شوكلاتا بلاك,,للجنسين,50,,EMSA,صيفي وشتوي,شوكلاتا بلاك: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#291,شو بارد عود ملكي,,للجنسين,60,,EMSA,صيفي وشتوي,شو بارد عود ملكي: يطل علينا العطر بافتتاحية من الزعفران والعنبر الدافئ، ليستقر في وسطه عبير خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#292,شيك رجالي,,رجالي,48,,EMSA,صيفي وشتوي,شيك رجالي: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#293,شيفون,,للجنسين,62,,EMSA,صيفي وشتوي,شيفون: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#294,شيفاز,,للجنسين,65,,EMSA,صيفي وشتوي,شيفاز: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ليستقر في وسطه عبير خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#295,شمس الامارات,,للجنسين,54,,EMSA,صيفي وشتوي,شمس الامارات: يفتتح هذا العطر رحلته بنفحات الباتشولي والمسك الأبيض، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#296,شيخة ملكي,,للجنسين,58,,EMSA,صيفي وشتوي,شيخة ملكي: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#297,صحاري نوار توم فورد,,للجنسين,60,,EMSA,شتوي,صحاري نوار توم فورد: يمتاز العطر ببداية فوارة من الورد التركي وبراعم اللوز، ليستقر في وسطه عبير الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#298,صندل,,للجنسين,44,,EMSA,صيفي وشتوي,صندل: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#299,صبايا,,للجنسين,48,,EMSA,صيفي وشتوي,صبايا: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#300,صبايا الخليج,,للجنسين,68,,EMSA,صيفي وشتوي,صبايا الخليج: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#301,صاحب السمو,,للجنسين,68,,EMSA,صيفي وشتوي,صاحب السمو: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، مع قلب يفوح برائحة الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#302,صندل ملكي,,للجنسين,56,,EMSA,صيفي وشتوي,صندل ملكي: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#303,طوكيو,,للجنسين,65,,EMSA,صيفي وشتوي,طوكيو: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#304,عود (ماني),,للجنسين,28,,EMSA,شتوي,عود (ماني): تبدأ التجربة العطرية بعبير العود الملكي والمسك الأسود، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#305,عطر العتبة,,للجنسين,38,,EMSA,صيفي وشتوي,عطر العتبة: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#306,علاقة relation,relation,للجنسين,70,,EMSA,صيفي وشتوي,علاقة relation: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
